review_month,project,neighbourhood,apt_status,count,avg_rating,reviews
2025-07,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,10,,0
2025-07,Nine 52,Hell's Kitchen Polygon,TRIAL,4,,0
2025-07,Oliver on the Hudson,Floating Jersey,CHURN,4,5.0,0
2025-07,One Ten,Hoboken Polygon,CHURN,4,,0
2025-07,One Ten,Hoboken Polygon,FREEMIUM,1,,0
2025-07,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,7,5.0,0
2025-07,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,9,5.0,0
2025-07,One Ten,Hoboken Polygon,TRIAL,1,,0
2025-07,River Place,Hell's Kitchen Polygon,CHURN,18,4.75,1
2025-07,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,35,4.92,2
2025-07,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,29,5.0,1
2025-07,River Place,Hell's Kitchen Polygon,TRIAL,2,4.0,0
2025-07,River Place,Hell's Kitchen Polygon,WARM_LEAD,3,4.0,1
2025-07,Silver Towers,Hell's Kitchen Polygon,CHURN,41,5.0,0
2025-07,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,2,5.0,1
2025-07,Silver Towers,Hell's Kitchen Polygon,FROZEN,2,5.0,0
2025-07,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,61,4.87,1
2025-07,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,86,5.0,4
2025-07,Silver Towers,Hell's Kitchen Polygon,TRIAL,2,,0
2025-07,Stonehill,Chatham / West Orange Polygon,CHURN,1,5.0,0
2025-07,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2025-07,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,11,5.0,0
2025-07,Stonehill,Chatham / West Orange Polygon,TRIAL,1,,0
2025-07,The Boulevard,Floating Miami,CHURN,5,5.0,0
2025-07,The Boulevard,Floating Miami,FROZEN,2,,0
2025-07,The Boulevard,Floating Miami,ON_DEMAND_SUBSCRIPTION,5,5.0,1
2025-07,The Boulevard,Floating Miami,RECURRING_SUBSCRIPTION,6,4.67,1
2025-07,The Buchanan,Floating NY 1,CHURN,1,5.0,0
2025-07,The Buchanan,Floating NY 1,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2025-07,The Buchanan,Floating NY 1,RECURRING_SUBSCRIPTION,3,5.0,1
2025-07,The Buchanan,Floating NY 1,TRIAL,3,5.0,2
2025-07,The Devan,Hoboken Polygon,CHURN,6,5.0,1
2025-07,The Devan,Hoboken Polygon,FROZEN,1,,0
2025-07,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,13,5.0,1
2025-07,The Devan,Hoboken Polygon,TRIAL,2,5.0,0
2025-07,The Dime,Williamsburg Polygon,CHURN,4,5.0,1
2025-07,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,1,,0
2025-07,The Eddy,Harrison Polygon,CHURN,3,5.0,1
2025-07,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,7,5.0,0
2025-07,The Enclave,Hoboken Polygon,CHURN,7,5.0,1
2025-07,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2025-07,The Enclave,Hoboken Polygon,TRIAL,2,,0
2025-07,The Ivy,Chatham / West Orange Polygon,CHURN,13,4.8,2
2025-07,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2025-07,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,13,5.0,0
2025-07,Union Channel ,Boerum Hill Polygon,CHURN,2,5.0,1
2025-07,Union Channel ,Boerum Hill Polygon,TRIAL,1,3.0,1
2025-07,Woodside Central,Floating NY 1,CHURN,5,,0
2025-07,Woodside Central,Floating NY 1,FROZEN,1,5.0,0
2025-07,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,10,5.0,1
2025-07,Woodside Central,Floating NY 1,TRIAL,1,5.0,0
2025-07,Woodside Central,Floating NY 1,WARM_LEAD,1,5.0,0
2025-08,100 House,Hoboken Polygon,CHURN,1,5.0,0
2025-08,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,2,,0
2025-08,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,6,5.0,1
2025-08,1 Boerum PL,Floating NY 2,CHURN,2,,0
2025-08,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,6,5.0,0
2025-08,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,3,,0
2025-08,300 Somerset,Harrison Polygon,CHURN,5,5.0,0
2025-08,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,7,5.0,0
2025-08,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2025-08,330 Angelo Cifelli,Harrison Polygon,CHURN,11,,0
2025-08,330 Angelo Cifelli,Harrison Polygon,FREEMIUM,1,,0
2025-08,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,13,5.0,0
2025-08,330 Angelo Cifelli,Harrison Polygon,TRIAL,3,5.0,0
2025-08,330W-56th,Hell's Kitchen Polygon,CHURN,1,,0
2025-08,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,9,5.0,0
2025-08,345 Baldwin Avenue,Floating Jersey,RECURRING_SUBSCRIPTION,1,5.0,0
2025-08,416 Kent Avenue,Williamsburg Polygon,CHURN,4,5.0,0
2025-08,416 Kent Avenue,Williamsburg Polygon,FROZEN,4,5.0,1
2025-08,416 Kent Avenue,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2025-08,416 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,1,,0
2025-08,420 Kent Avenue,Williamsburg Polygon,CHURN,3,5.0,0
2025-08,420 Kent Avenue,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2025-08,420 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,5,4.0,1
2025-08,420 Kent Avenue,Williamsburg Polygon,TRIAL,8,,0
2025-08,655 Union,Boerum Hill Polygon,CHURN,6,4.67,0
2025-08,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-08,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,9,,0
2025-08,Agnes,Floating Jersey,CHURN,5,5.0,0
2025-08,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,5,5.0,0
2025-08,Alta,Floating NY 1,CHURN,11,5.0,1
2025-08,Alta,Floating NY 1,LEAD,1,5.0,0
2025-08,Alta,Floating NY 1,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2025-08,Alta,Floating NY 1,RECURRING_SUBSCRIPTION,6,5.0,0
2025-08,Azrieli TLV,Unknown,CHURN,103,5.0,1
2025-08,Azrieli TLV,Unknown,TRIAL,4,,0
2025-08,Gindi 1,Unknown,CHURN,46,5.0,2
2025-08,Gindi 1,Unknown,TRIAL,1,,0
2025-08,Gindi 2,Unknown,CHURN,13,5.0,1
2025-08,Gindi 3,Unknown,CHURN,57,5.0,0
2025-08,Gindi 3,Unknown,TRIAL,2,,0
2025-08,Gindi 4,Unknown,CHURN,13,5.0,0
2025-08,Gindi 4,Unknown,TRIAL,1,5.0,0
2025-08,HaHehad,Unknown,CHURN,16,5.0,0
2025-08,HaHehad,Unknown,TRIAL,5,,0
2025-08,John Street 116,Financial District Polygon,CHURN,8,5.0,0
2025-08,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,6,5.0,0
2025-08,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,9,5.0,0
2025-08,John Street 116,Financial District Polygon,TRIAL,1,5.0,0
2025-08,Nine 52,Hell's Kitchen Polygon,CHURN,1,5.0,0
2025-08,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,7,,0
2025-08,Oliver on the Hudson,Floating Jersey,CHURN,3,5.0,1
2025-08,Oliver on the Hudson,Floating Jersey,TRIAL,1,5.0,1
2025-08,One Ten,Hoboken Polygon,CHURN,6,5.0,0
2025-08,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2025-08,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,11,,0
2025-08,River Place,Hell's Kitchen Polygon,CHURN,11,5.0,0
2025-08,River Place,Hell's Kitchen Polygon,FREEMIUM,4,5.0,0
2025-08,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,38,4.47,3
2025-08,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,34,4.83,0
2025-08,River Place,Hell's Kitchen Polygon,TRIAL,5,5.0,1
2025-08,Silver Towers,Hell's Kitchen Polygon,CHURN,39,5.0,1
2025-08,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,6,5.0,1
2025-08,Silver Towers,Hell's Kitchen Polygon,FROZEN,2,5.0,0
2025-08,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,48,4.75,3
2025-08,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,99,5.0,4
2025-08,Silver Towers,Hell's Kitchen Polygon,TRIAL,4,4.0,1
2025-08,Silver Towers,Hell's Kitchen Polygon,WARM_LEAD,1,,0
2025-08,Stonehill,Chatham / West Orange Polygon,CHURN,7,5.0,1
2025-08,Stonehill,Chatham / West Orange Polygon,FREEMIUM,1,,0
2025-08,Stonehill,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2025-08,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,8,5.0,1
2025-08,Stonehill,Chatham / West Orange Polygon,TRIAL,1,5.0,1
2025-08,The Boulevard,Floating Miami,CHURN,3,5.0,0
2025-08,The Boulevard,Floating Miami,FROZEN,1,5.0,0
2025-08,The Boulevard,Floating Miami,ON_DEMAND_SUBSCRIPTION,5,5.0,1
2025-08,The Boulevard,Floating Miami,RECURRING_SUBSCRIPTION,7,5.0,0
2025-08,The Boulevard,Floating Miami,TRIAL,2,5.0,0
2025-08,The Boulevard,Floating Miami,WARM_LEAD,2,5.0,0
2025-08,The Buchanan,Floating NY 1,CHURN,1,5.0,1
2025-08,The Buchanan,Floating NY 1,RECURRING_SUBSCRIPTION,14,5.0,7
2025-08,The Buchanan,Floating NY 1,TRIAL,2,5.0,1
2025-08,The Devan,Hoboken Polygon,CHURN,7,5.0,0
2025-08,The Devan,Hoboken Polygon,FROZEN,3,4.0,0
2025-08,The Devan,Hoboken Polygon,LEAD,1,,0
2025-08,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,13,5.0,1
2025-08,The Devan,Hoboken Polygon,TRIAL,2,5.0,0
2025-08,The Devan,Hoboken Polygon,WARM_LEAD,1,5.0,0
2025-08,The Dime,Williamsburg Polygon,CHURN,5,5.0,0
2025-08,The Dime,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2025-08,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,3,5.0,1
2025-08,The Eddy,Harrison Polygon,CHURN,3,5.0,0
2025-08,The Eddy,Harrison Polygon,FREEMIUM,1,5.0,0
2025-08,The Eddy,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-08,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2025-08,The Eddy,Harrison Polygon,WARM_LEAD,1,,0
2025-08,The Enclave,Hoboken Polygon,CHURN,3,,0
2025-08,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,6,5.0,1
2025-08,The Enclave,Hoboken Polygon,TRIAL,1,,0
2025-08,The Ivy,Chatham / West Orange Polygon,CHURN,13,5.0,2
2025-08,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,1
2025-08,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,12,5.0,0
2025-08,Woodside Central,Floating NY 1,FROZEN,1,5.0,0
2025-08,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,11,5.0,0
2025-08,Woodside Central,Floating NY 1,WARM_LEAD,1,5.0,0
2025-09,100 House,Hoboken Polygon,CHURN,4,5.0,1
2025-09,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,5,5.0,0
2025-09,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,10,5.0,1
2025-09,1 Boerum PL,Floating NY 2,CHURN,3,,0
2025-09,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,6,,0
2025-09,20 Broad Street,Financial District Polygon,CHURN,17,5.0,2
2025-09,20 Broad Street,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,6,5.0,0
2025-09,20 Broad Street,Financial District Polygon,RECURRING_SUBSCRIPTION,11,5.0,2
2025-09,300 Somerset,Harrison Polygon,CHURN,1,,0
2025-09,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,4,5.0,0
2025-09,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2025-09,330 Angelo Cifelli,Harrison Polygon,CHURN,6,,0
2025-09,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,1,5.0,0
2025-09,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,12,5.0,0
2025-09,330 Angelo Cifelli,Harrison Polygon,TRIAL,1,,0
2025-09,330W-56th,Hell's Kitchen Polygon,CHURN,1,,0
2025-09,330W-56th,Hell's Kitchen Polygon,FREEMIUM,1,5.0,0
2025-09,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,10,5.0,1
2025-09,345 Baldwin Avenue,Floating Jersey,CHURN,1,5.0,0
2025-09,345 Baldwin Avenue,Floating Jersey,RECURRING_SUBSCRIPTION,3,5.0,1
2025-09,416 Kent Avenue,Williamsburg Polygon,CHURN,9,5.0,0
2025-09,416 Kent Avenue,Williamsburg Polygon,FROZEN,9,5.0,0
2025-09,416 Kent Avenue,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,3,,0
2025-09,416 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,5,5.0,0
2025-09,416 Kent Avenue,Williamsburg Polygon,TRIAL,2,,0
2025-09,420 Kent Avenue,Williamsburg Polygon,CHURN,14,5.0,0
2025-09,420 Kent Avenue,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,3,,0
2025-09,420 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,13,5.0,1
2025-09,420 Kent Avenue,Williamsburg Polygon,TRIAL,9,4.5,1
2025-09,535 W 43rd Street,Hell's Kitchen Polygon,CHURN,1,,0
2025-09,535 W 43rd Street,Hell's Kitchen Polygon,TRIAL,3,5.0,1
2025-09,655 Union,Boerum Hill Polygon,CHURN,3,5.0,0
2025-09,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,2,,0
2025-09,655 Union,Boerum Hill Polygon,TRIAL,2,,0
2025-09,66 Rockwell Place,Brooklyn Heights Polygon,CHURN,1,,0
2025-09,66 Rockwell Place,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,3,5.0,1
2025-09,Agnes,Floating Jersey,CHURN,3,4.0,0
2025-09,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,8,5.0,1
2025-09,Agnes,Floating Jersey,TRIAL,1,,0
2025-09,Alta,Floating NY 1,CHURN,10,5.0,0
2025-09,Alta,Floating NY 1,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2025-09,Alta,Floating NY 1,RECURRING_SUBSCRIPTION,6,5.0,0
2025-09,Azrieli TLV,Unknown,CHURN,90,5.0,1
2025-09,Azrieli TLV,Unknown,TRIAL,5,4.0,0
2025-09,Flamingo Point Center Tower,Miami Beach Polygon,CHURN,3,4.5,0
2025-09,Flamingo Point Center Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,1
2025-09,Flamingo Point Center Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,6,4.75,0
2025-09,Flamingo Point North Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,3,5.0,0
2025-09,Flamingo South Beach,Miami Beach Polygon,CHURN,2,5.0,1
2025-09,Flamingo South Beach,Miami Beach Polygon,FROZEN,1,5.0,1
2025-09,Flamingo South Beach,Miami Beach Polygon,RECURRING_SUBSCRIPTION,2,5.0,2
2025-09,Gindi 1,Unknown,CHURN,63,4.94,2
2025-09,Gindi 1,Unknown,TRIAL,2,5.0,0
2025-09,Gindi 2,Unknown,CHURN,24,5.0,0
2025-09,Gindi 3,Unknown,CHURN,61,4.33,0
2025-09,Gindi 3,Unknown,TRIAL,2,,0
2025-09,Gindi 4,Unknown,CHURN,13,5.0,0
2025-09,Grove Central Residences,Floating Miami,CHURN,1,5.0,0
2025-09,Grove Central Residences,Floating Miami,TRIAL,1,5.0,0
2025-09,HaHehad,Unknown,CHURN,15,5.0,0
2025-09,HaHehad,Unknown,TRIAL,4,,0
2025-09,John Street 116,Financial District Polygon,CHURN,4,3.0,0
2025-09,John Street 116,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,9,5.0,0
2025-09,John Street 116,Financial District Polygon,RECURRING_SUBSCRIPTION,10,5.0,0
2025-09,Midtown 5,Floating Miami,CHURN,3,,0
2025-09,Midtown 5,Floating Miami,LEAD,1,5.0,0
2025-09,Midtown 5,Floating Miami,ON_DEMAND_SUBSCRIPTION,7,5.0,2
2025-09,Midtown 5,Floating Miami,RECURRING_SUBSCRIPTION,11,5.0,0
2025-09,Midtown 5,Floating Miami,TRIAL,1,3.0,1
2025-09,Midtown 5,Floating Miami,WARM_LEAD,7,5.0,0
2025-09,Nine 52,Hell's Kitchen Polygon,CHURN,1,,0
2025-09,Nine 52,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,8,5.0,0
2025-09,Nine 52,Hell's Kitchen Polygon,TRIAL,1,,0
2025-09,Oliver on the Hudson,Floating Jersey,CHURN,6,5.0,0
2025-09,Oliver on the Hudson,Floating Jersey,TRIAL,1,5.0,0
2025-09,One Ten,Hoboken Polygon,CHURN,4,5.0,0
2025-09,One Ten,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,1
2025-09,One Ten,Hoboken Polygon,RECURRING_SUBSCRIPTION,12,,0
2025-09,River Place,Hell's Kitchen Polygon,CHURN,10,5.0,0
2025-09,River Place,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,43,3.92,2
2025-09,River Place,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,35,4.67,1
2025-09,River Place,Hell's Kitchen Polygon,WARM_LEAD,1,5.0,0
2025-09,Silver Towers,Hell's Kitchen Polygon,CHURN,35,4.92,2
2025-09,Silver Towers,Hell's Kitchen Polygon,FREEMIUM,2,5.0,1
2025-09,Silver Towers,Hell's Kitchen Polygon,FROZEN,2,5.0,0
2025-09,Silver Towers,Hell's Kitchen Polygon,ON_DEMAND_SUBSCRIPTION,47,4.97,0
2025-09,Silver Towers,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,80,5.0,7
2025-09,Silver Towers,Hell's Kitchen Polygon,TRIAL,1,,0
2025-09,Silver Towers,Hell's Kitchen Polygon,WARM_LEAD,1,5.0,0
2025-09,Stonehill,Chatham / West Orange Polygon,CHURN,6,5.0,1
2025-09,Stonehill,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,9,5.0,0
2025-09,Stonehill,Chatham / West Orange Polygon,TRIAL,1,5.0,1
2025-09,The Boulevard,Floating Miami,CHURN,4,5.0,0
2025-09,The Boulevard,Floating Miami,RECURRING_SUBSCRIPTION,4,5.0,0
2025-09,The Boulevard,Floating Miami,WARM_LEAD,1,,0
2025-09,The Buchanan,Floating NY 1,RECURRING_SUBSCRIPTION,19,5.0,6
2025-09,The Buchanan,Floating NY 1,TRIAL,6,5.0,3
2025-09,The Buchanan,Floating NY 1,WARM_LEAD,1,,0
2025-09,The Devan,Hoboken Polygon,CHURN,8,5.0,0
2025-09,The Devan,Hoboken Polygon,FROZEN,2,5.0,0
2025-09,The Devan,Hoboken Polygon,RECURRING_SUBSCRIPTION,16,5.0,1
2025-09,The Devan,Hoboken Polygon,TRIAL,1,5.0,0
2025-09,The Dime,Williamsburg Polygon,CHURN,4,5.0,0
2025-09,The Dime,Williamsburg Polygon,RECURRING_SUBSCRIPTION,4,5.0,1
2025-09,The Eddy,Harrison Polygon,CHURN,1,5.0,0
2025-09,The Eddy,Harrison Polygon,RECURRING_SUBSCRIPTION,6,5.0,1
2025-09,The Enclave,Hoboken Polygon,CHURN,3,,0
2025-09,The Enclave,Hoboken Polygon,RECURRING_SUBSCRIPTION,8,5.0,0
2025-09,The Enclave,Hoboken Polygon,TRIAL,1,,0
2025-09,The Ivy,Chatham / West Orange Polygon,CHURN,13,5.0,0
2025-09,The Ivy,Chatham / West Orange Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2025-09,The Ivy,Chatham / West Orange Polygon,RECURRING_SUBSCRIPTION,15,4.25,1
2025-09,The Landon,Hell's Kitchen Polygon,CHURN,3,2.33,2
2025-09,The Landon,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,1,5.0,0
2025-09,The Landon,Hell's Kitchen Polygon,WARM_LEAD,1,,0
2025-09,Woodside Central,Floating NY 1,CHURN,1,5.0,0
2025-09,Woodside Central,Floating NY 1,ON_DEMAND_SUBSCRIPTION,1,5.0,1
2025-09,Woodside Central,Floating NY 1,RECURRING_SUBSCRIPTION,11,5.0,1
2025-10,100 House,Hoboken Polygon,CHURN,4,5.0,0
2025-10,100 House,Hoboken Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2025-10,100 House,Hoboken Polygon,RECURRING_SUBSCRIPTION,11,5.0,0
2025-10,100 House,Hoboken Polygon,WARM_LEAD,1,5.0,0
2025-10,1 Boerum PL,Floating NY 2,CHURN,2,,0
2025-10,1 Boerum PL,Floating NY 2,ON_DEMAND_SUBSCRIPTION,1,,0
2025-10,1 Boerum PL,Floating NY 2,RECURRING_SUBSCRIPTION,11,3.0,1
2025-10,20 Broad Street,Financial District Polygon,CHURN,16,5.0,1
2025-10,20 Broad Street,Financial District Polygon,ON_DEMAND_SUBSCRIPTION,4,5.0,0
2025-10,20 Broad Street,Financial District Polygon,RECURRING_SUBSCRIPTION,28,5.0,3
2025-10,20 Broad Street,Financial District Polygon,TRIAL,1,,0
2025-10,300 Somerset,Harrison Polygon,CHURN,1,5.0,0
2025-10,300 Somerset,Harrison Polygon,LEAD,1,,0
2025-10,300 Somerset,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,3,5.0,0
2025-10,300 Somerset,Harrison Polygon,RECURRING_SUBSCRIPTION,4,5.0,0
2025-10,330 Angelo Cifelli,Harrison Polygon,CHURN,6,,0
2025-10,330 Angelo Cifelli,Harrison Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2025-10,330 Angelo Cifelli,Harrison Polygon,RECURRING_SUBSCRIPTION,17,5.0,4
2025-10,330W-56th,Hell's Kitchen Polygon,RECURRING_SUBSCRIPTION,12,5.0,1
2025-10,345 Baldwin Avenue,Floating Jersey,CHURN,5,5.0,1
2025-10,345 Baldwin Avenue,Floating Jersey,ON_DEMAND_SUBSCRIPTION,4,5.0,1
2025-10,345 Baldwin Avenue,Floating Jersey,RECURRING_SUBSCRIPTION,5,4.25,2
2025-10,345 Baldwin Avenue,Floating Jersey,WARM_LEAD,2,5.0,1
2025-10,416 Kent Avenue,Williamsburg Polygon,CHURN,8,5.0,0
2025-10,416 Kent Avenue,Williamsburg Polygon,FROZEN,8,,0
2025-10,416 Kent Avenue,Williamsburg Polygon,LEAD,1,,0
2025-10,416 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,5,5.0,1
2025-10,416 Kent Avenue,Williamsburg Polygon,TRIAL,4,,0
2025-10,420 Kent Avenue,Williamsburg Polygon,CHURN,18,4.67,1
2025-10,420 Kent Avenue,Williamsburg Polygon,LEAD,1,,0
2025-10,420 Kent Avenue,Williamsburg Polygon,ON_DEMAND_SUBSCRIPTION,2,,0
2025-10,420 Kent Avenue,Williamsburg Polygon,RECURRING_SUBSCRIPTION,15,5.0,2
2025-10,420 Kent Avenue,Williamsburg Polygon,TRIAL,11,5.0,1
2025-10,535 W 43rd Street,Hell's Kitchen Polygon,CHURN,3,5.0,1
2025-10,535 W 43rd Street,Hell's Kitchen Polygon,TRIAL,2,,0
2025-10,655 Union,Boerum Hill Polygon,CHURN,4,5.0,0
2025-10,655 Union,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,2,5.0,0
2025-10,655 Union,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,5,,0
2025-10,66 Rockwell Place,Brooklyn Heights Polygon,CHURN,4,5.0,0
2025-10,66 Rockwell Place,Brooklyn Heights Polygon,RECURRING_SUBSCRIPTION,12,5.0,1
2025-10,66 Rockwell Place,Brooklyn Heights Polygon,TRIAL,1,,0
2025-10,Agnes,Floating Jersey,CHURN,1,,0
2025-10,Agnes,Floating Jersey,RECURRING_SUBSCRIPTION,6,5.0,0
2025-10,Agnes,Floating Jersey,TRIAL,1,,0
2025-10,Alta,Floating NY 1,CHURN,6,5.0,0
2025-10,Alta,Floating NY 1,ON_DEMAND_SUBSCRIPTION,7,5.0,1
2025-10,Alta,Floating NY 1,RECURRING_SUBSCRIPTION,10,5.0,1
2025-10,Alta,Floating NY 1,WARM_LEAD,1,5.0,0
2025-10,Azrieli TLV,Unknown,CHURN,73,5.0,2
2025-10,Azrieli TLV,Unknown,TRIAL,5,5.0,1
2025-10,Brooklyn Crossing,Boerum Hill Polygon,CHURN,10,5.0,2
2025-10,Brooklyn Crossing,Boerum Hill Polygon,ON_DEMAND_SUBSCRIPTION,4,5.0,0
2025-10,Brooklyn Crossing,Boerum Hill Polygon,RECURRING_SUBSCRIPTION,23,5.0,3
2025-10,Brooklyn Crossing,Boerum Hill Polygon,TRIAL,7,3.75,3
2025-10,Flamingo Point Center Tower,Miami Beach Polygon,CHURN,8,5.0,0
2025-10,Flamingo Point Center Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,6,5.0,0
2025-10,Flamingo Point Center Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,14,5.0,3
2025-10,Flamingo Point Center Tower,Miami Beach Polygon,TRIAL,1,,0
2025-10,Flamingo Point North Tower,Miami Beach Polygon,CHURN,13,5.0,1
2025-10,Flamingo Point North Tower,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,2,,0
2025-10,Flamingo Point North Tower,Miami Beach Polygon,RECURRING_SUBSCRIPTION,14,5.0,0
2025-10,Flamingo Point North Tower,Miami Beach Polygon,TRIAL,3,5.0,0
2025-10,Flamingo South Beach,Miami Beach Polygon,CHURN,9,5.0,2
2025-10,Flamingo South Beach,Miami Beach Polygon,FROZEN,4,5.0,1
2025-10,Flamingo South Beach,Miami Beach Polygon,ON_DEMAND_SUBSCRIPTION,1,,0
2025-10,Flamingo South Beach,Miami Beach Polygon,RECURRING_SUBSCRIPTION,3,5.0,0
2025-10,Flamingo South Beach,Miami Beach Polygon,TRIAL,3,5.0,0
2025-10,Gindi 1,Unknown,CHURN,45,4.89,1
2025-10,Gindi 2,Unknown,CHURN,23,5.0,0
2025-10,Gindi 2,Unknown,TRIAL,3,5.0,0
2025-10,Gindi 3,Unknown,CHURN,42,5.0,1
